viirs_date,landsat_scene,row_shared_grid,col_shared_grid,lat,lon,water_fraction,I1,I2,I3,I4,I5,SZA,SAA,VZA,VAA,ground_truth_class,notes,modis_ndvi,modis_lc_type1,modis_lc_name
2023-04-15,LC90730152023105LGN00,2154,4888,64.72128,-154.4848,0.0862,0.4074,0.5208,0.0995,269.5841,265.9178,57.179,152.436,57.912,45.02,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=269.09K NDSI=0.5253.,0.045,8,Woody Savannas
2023-04-15,LC90730152023105LGN00,2174,4882,64.65372,-154.50507,0.1339,0.3788,0.502,0.1168,271.1807,266.7076,57.129,152.381,58.101,45.416,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=270.2K NDSI=0.6194.,0.0784,8,Woody Savannas
2023-04-15,LC90730152023105LGN00,2244,5010,64.41723,-154.07264,0.0554,0.3804,0.4931,0.1091,271.8213,266.9498,56.833,152.791,58.242,45.291,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=268.43K NDSI=0.8599.,0.0089,8,Woody Savannas
2023-04-15,LC90730152023105LGN00,2391,5487,63.92061,-152.46115,0.1981,0.5623,0.6912,0.1308,269.8947,264.756,56.089,154.441,57.763,47.485,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=267.37K NDSI=0.852.,-0.0216,9,Savannas
2023-05-19,LC90710152023139LGN00,2014,5781,65.1927,-151.46696,0.8571,0.0823,0.1173,0.0681,285.4581,279.6069,46.664,158.216,48.845,51.026,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=273.03K NDSI=0.525 APPROVED.,0.5181,1,Evergreen Needleleaf Forests
2023-05-19,LC90710152023139LGN00,2035,5601,65.12175,-152.07506,0.2298,0.0862,0.1657,0.1518,290.8279,279.5051,46.693,157.437,49.898,50.47,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=286.26K NDSI=-0.5108 APPROVED.,0.6174,4,Deciduous Broadleaf Forests
2023-05-19,LC90710152023139LGN00,2046,5727,65.08459,-151.64939,0.0516,0.0724,0.1356,0.1341,292.2304,285.7985,46.589,157.952,49.416,50.561,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=295.62K NDSI=-0.5678 APPROVED.,0.3592,8,Woody Savannas
2023-09-25,LC80700152023268LGN00,2117,6477,64.84628,-149.11655,0.3396,0.0978,0.174,0.1139,277.9627,275.5739,67.134,160.527,53.1,48.706,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.78K NDSI=-0.5384.,0.2499,8,Woody Savannas
2023-09-25,LC80700152023268LGN00,2139,6911,64.77196,-147.65034,0.1395,0.0919,0.1547,0.1192,279.1832,277.0727,66.869,162.058,51.402,50.59,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.85K NDSI=-0.3411.,0.5036,8,Woody Savannas
2023-09-25,LC80700152023268LGN00,2164,6203,64.6875,-150.04223,0.095,0.0982,0.1701,0.1375,277.953,276.3004,67.118,159.53,54.64,47.396,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.8K NDSI=-0.5175.,0.4932,8,Woody Savannas
2023-09-25,LC80700152023268LGN00,2193,6476,64.58953,-149.11993,0.0755,0.1078,0.2265,0.137,277.8001,275.5353,66.894,160.473,53.797,48.861,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.2K NDSI=-0.5432.,0.4633,8,Woody Savannas
2023-09-25,LC80700152023268LGN00,2270,6057,64.32939,-150.53547,0.2026,0.0784,0.1193,0.0638,275.3397,274.4296,66.86,158.93,56.147,46.889,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.2K NDSI=-0.4605.,0.4832,8,Woody Savannas
2023-09-25,LC80700152023268LGN00,2323,6022,64.15034,-150.65372,0.2846,0.1085,0.1886,0.1299,278.0282,275.2334,66.712,158.764,56.738,47.524,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.76K NDSI=-0.5285.,0.4994,9,Savannas
2023-09-25,LC80700152023268LGN00,2433,5707,63.77872,-151.71791,0.0774,0.0985,0.1812,0.1215,277.7225,275.0649,66.542,157.57,58.777,46.217,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.65K NDSI=-0.4686.,0.599,9,Savannas
2023-09-25,LC80700152023268LGN00,2465,6175,63.67061,-150.13682,0.1323,0.1287,0.159,0.132,280.3795,274.8929,66.188,159.213,57.348,47.517,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=279.61K NDSI=-0.3256.,0.3326,10,Grasslands
2023-09-25,LC80700152023268LGN00,2490,6249,63.58615,-149.88682,0.1908,0.1032,0.1504,0.1141,277.5769,273.7768,66.074,159.455,57.278,48.236,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.11K NDSI=-0.225.,0.4124,9,Savannas
2023-10-26,LC90710162023299LGN00,2462,5588,63.68074,-152.11993,0.1702,0.4974,0.5953,0.0999,266.5267,263.8329,77.069,165.477,54.14,50.128,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=259.64K NDSI=0.7164 CLOUD.,0.0307,7,Open Shrublands
2023-10-26,LC90710162023299LGN00,2500,5819,63.55236,-151.33953,0.1194,0.9126,1.1152,0.4774,281.6752,256.9358,76.858,166.233,53.443,50.825,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=266.89K NDSI=0.7813 CLOUD.,0.0346,9,Savannas
2023-10-26,LC90710162023299LGN00,2535,5891,63.43412,-151.09628,0.1505,0.6085,0.7362,0.2141,269.8025,265.0052,76.721,166.457,53.421,50.692,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=266.13K NDSI=0.874 CLOUD.,0.0234,10,Grasslands
2023-10-26,LC90710162023299LGN00,2555,5878,63.36655,-151.1402,0.0713,0.6217,0.7412,0.1283,270.4916,267.2622,76.66,166.399,53.669,51.12,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=268.53K NDSI=0.9186 CLOUD.,0.0071,9,Savannas
2023-10-26,LC90710162023299LGN00,2703,5640,62.86655,-151.94426,0.2672,0.7566,0.8557,0.1473,268.7105,265.4545,76.263,165.556,55.99,50.763,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=268.37K NDSI=0.8936 APPROVED.,-0.0393,16,Barren
2023-10-26,LC90710162023299LGN00,2724,6021,62.79561,-150.65709,0.1143,0.6958,0.7517,0.1048,271.9475,266.3777,76.056,166.814,54.457,51.242,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=268.56K NDSI=0.9453 APPROVED.,-0.0259,16,Barren
2023-10-26,LC90710162023299LGN00,2746,6142,62.72128,-150.24831,0.8041,0.2026,0.2071,0.1855,277.7443,268.5714,75.947,167.203,54.058,51.904,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.75K NDSI=-0.3035 APPROVED.,0.4645,11,Permanent Wetlands
2023-10-26,LC90710162023299LGN00,2771,6086,62.63682,-150.4375,0.1266,0.2075,0.2213,0.1821,275.6236,270.2246,75.881,167.013,54.525,51.633,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.48K NDSI=-0.6335 APPROVED.,0.2689,10,Grasslands
2023-10-26,LC90710162023299LGN00,2895,5201,62.21791,-153.42736,0.2035,0.1681,0.22,0.0732,276.3127,274.5384,75.815,164.035,59.225,49.1,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.24K NDSI=-0.5012 APPROVED.,0.4253,10,Grasslands
2023-10-26,LC90710162023299LGN00,2936,5779,62.07939,-151.47466,0.2469,0.1319,0.1525,0.1475,274.5317,270.9337,75.451,165.931,57.198,50.553,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=273.11K NDSI=-0.607 APPROVED.,0.3598,8,Woody Savannas
2023-10-26,LC90710162023299LGN00,2969,5552,61.96791,-152.24155,0.2551,0.1089,0.1348,0.1462,274.4686,272.4886,75.435,165.153,58.41,50.745,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.26K NDSI=-0.5764 APPROVED.,0.3478,8,Woody Savannas
2024-03-14,LC90750142024074LGN01,2072,4164,64.99831,-156.93074,0.1569,0.6202,0.7457,0.1402,253.5378,247.3956,69.635,152.577,56.163,45.706,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=250.42K NDSI=0.9063.,0.0003,9,Savannas
2024-03-14,LC90750142024074LGN01,2089,4890,64.94088,-154.47804,0.1121,0.4737,0.5821,0.167,259.4268,249.7473,69.135,155.084,53.504,47.949,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=254.11K NDSI=0.1638.,0.0162,11,Permanent Wetlands
2024-03-14,LC90750142024074LGN01,2110,4794,64.86993,-154.80236,0.2469,0.395,0.4737,0.1296,258.5824,248.8066,69.13,154.725,54.099,47.933,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=251.53K NDSI=0.8576.,-0.003,9,Savannas
2024-03-14,LC90750142024074LGN01,2123,4671,64.82601,-155.21791,0.2903,0.1436,0.2035,0.0616,255.5881,251.7094,69.166,154.298,54.689,46.701,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=253.42K NDSI=0.1188.,0.2008,1,Evergreen Needleleaf Forests
2024-04-27,LC80710142024118LGN00,1723,6679,66.17648,-148.43388,0.6221,0.2985,0.3337,0.0476,275.6021,272.6602,53.767,155.116,50.314,47.282,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=273.43K NDSI=0.9986 APPROVED.,0.0794,8,Woody Savannas
2024-04-27,LC80710142024118LGN00,1749,6528,66.08864,-148.94402,0.151,0.1932,0.2261,0.061,276.9112,273.5066,53.774,154.491,51.216,47.053,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.7K NDSI=0.6253 APPROVED.,0.0906,8,Woody Savannas
2024-04-27,LC80710142024118LGN00,2090,6290,64.93661,-149.74807,0.0565,0.1074,0.151,0.1628,281.7583,276.7008,52.898,153.107,55.37,46.346,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=280.26K NDSI=-0.0217 APPROVED.,0.3466,8,Woody Savannas
2024-04-27,LC80710142024118LGN00,2164,6471,64.68661,-149.13659,0.3064,0.0761,0.1263,0.0924,280.8219,277.1434,52.562,153.724,55.329,46.884,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=279.25K NDSI=0.8 APPROVED.,0.0565,8,Woody Savannas
2024-10-18,LC80730142024292LGN00,2017,5766,65.18454,-151.51878,0.6786,0.0923,0.1604,0.0432,263.4062,262.5588,76.016,-165.391,27.459,-102.594,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=261.51K NDSI=-0.3823 APPROVED.,0.2944,1,Evergreen Needleleaf Forests
2024-10-18,LC80730142024292LGN00,2065,5739,65.02238,-151.60999,0.092,0.1204,0.1723,0.0604,265.2747,263.6925,75.847,-165.488,26.87,-103.768,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=264.39K NDSI=0.1048 APPROVED.,0.2908,8,Woody Savannas
2025-04-20,LC90730162025110LGN00,2640,5198,63.07927,-153.43621,0.0647,0.2859,0.3227,0.0385,276.8725,274.2866,51.268,-176.732,6.079,68.769,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.48K NDSI=0.9073 APPROVED.,0.1614,8,Woody Savannas
2025-04-20,LC90730162025110LGN00,2670,4668,62.97791,-155.22675,0.3422,0.2516,0.2707,0.0398,277.0737,274.3653,51.137,-178.957,12.709,67.038,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.86K NDSI=0.9072 APPROVED.,-0.0725,9,Savannas
2025-04-20,LC90730162025110LGN00,2681,4552,62.94075,-155.61864,0.2929,0.2723,0.3101,0.0477,277.1738,274.495,51.097,-179.453,14.197,67.905,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=275.51K NDSI=0.363 APPROVED.,-0.1299,9,Savannas
2025-04-20,LC90730162025110LGN00,2715,4549,62.82589,-155.62878,0.0873,0.1213,0.1817,0.0607,279.0821,276.54,50.983,-179.475,14.623,67.978,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=276.23K NDSI=0.8692 APPROVED.,0.0583,1,Evergreen Needleleaf Forests
2025-04-20,LC90730162025110LGN00,2733,5050,62.76508,-153.93621,0.3361,0.1562,0.1582,0.0767,282.6533,278.1468,50.941,-177.366,8.913,68.401,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=274.8K NDSI=0.9689 APPROVED.,0.0073,9,Savannas
2025-04-20,LC90730162025110LGN00,2766,4515,62.65359,-155.74364,0.3201,0.2462,0.2693,0.0479,277.5155,273.5088,50.808,-179.628,15.596,66.769,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.21K NDSI=0.1476 APPROVED.,0.3055,1,Evergreen Needleleaf Forests
2025-04-20,LC90730162025110LGN00,2790,4516,62.57251,-155.74026,0.5162,0.2523,0.2876,0.0579,278.9051,274.0349,50.729,-179.634,15.87,67.776,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.08K NDSI=0.8582 APPROVED.,0.13,8,Woody Savannas
2025-04-20,LC90730162025110LGN00,2862,5108,62.32927,-153.74026,0.0595,0.5652,0.5882,0.1094,281.762,273.8761,50.511,-177.138,9.661,67.9,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=269.9K NDSI=0.8734 APPROVED.,-0.0269,10,Grasslands
2025-04-20,LC90730162025110LGN00,2929,4380,62.10291,-156.19972,0.2536,0.2111,0.2431,0.0613,279.0426,275.2199,50.259,179.759,18.988,66.471,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=273.12K NDSI=0.8861 APPROVED.,0.1836,1,Evergreen Needleleaf Forests
2025-04-20,LC90730162025110LGN00,2972,4896,61.95764,-154.45648,0.1561,0.3073,0.3577,0.0626,278.4278,275.3857,50.126,-178.051,13.445,67.12,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=275.17K NDSI=0.8931 APPROVED.,0.0579,10,Grasslands
2025-05-15,LC90720142025135LGN00,1687,5531,66.29878,-152.31171,0.0614,0.0705,0.158,0.0956,281.5588,278.7188,47.437,170.943,25.118,60.53,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=280.8K NDSI=-0.4811 APPROVED.,0.4556,8,Woody Savannas
2025-05-15,LC90720142025135LGN00,1719,5744,66.19068,-151.59211,0.0576,0.0705,0.1493,0.1366,284.8952,280.2281,47.289,171.825,23.695,60.778,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=281.75K NDSI=-0.5054 APPROVED.,0.5247,9,Savannas
2025-05-15,LC90720142025135LGN00,1779,6531,65.98797,-148.93333,0.087,0.1405,0.1926,0.0552,278.5354,275.5458,46.968,175.163,17.213,64.968,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=276.4K NDSI=0.2851 APPROVED.,0.313,9,Savannas
2025-05-15,LC90720142025135LGN00,1932,6016,65.47108,-150.67319,0.4346,0.106,0.1004,0.0109,273.4834,273.3766,46.531,172.851,23.973,62.457,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.92K NDSI=0.0957 APPROVED.,0.5213,11,Permanent Wetlands
2025-05-15,LC90720142025135LGN00,2019,5733,65.17716,-151.62927,0.5926,0.096,0.0731,0.0075,273.248,272.5553,46.293,171.563,27.559,60.352,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=273.8K NDSI=0.9308 APPROVED.,0.5667,8,Woody Savannas
2025-05-15,LC90720142025135LGN00,2032,5567,65.13324,-152.19008,0.2311,0.0805,0.1083,0.0984,293.5067,284.047,46.286,170.825,29.147,61.101,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=289.52K NDSI=-0.5386 APPROVED.,0.4033,8,Woody Savannas
2025-05-15,LC90720142025135LGN00,2041,5119,65.10284,-153.7036,0.3308,0.0694,0.1395,0.0751,284.8855,282.822,46.366,168.881,32.878,59.261,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=283.05K NDSI=0.1721 APPROVED.,0.3929,8,Woody Savannas
2025-05-15,LC90720142025135LGN00,2092,5893,64.93054,-151.08873,0.5939,0.0816,0.0548,0.0585,284.7908,281.2811,46.021,172.211,27.035,60.774,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.94K NDSI=0.5108 APPROVED.,0.1237,8,Woody Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1846,4231,65.76061,-156.70358,0.053,0.5038,0.746,0.2035,233.6236,228.431,85.3058,-153.8659,65.0447,-84.9958,ice_covered_river_snow_covered_land,Check,-0.0021,1,Evergreen Needleleaf Forests
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1780,4557,65.98358,-155.602,0.0916,0.4171,0.7446,0.1809,239.6203,233.5195,85.7089,-152.825,66.1693,-84.169,ice_covered_river_snow_free_land,,0.0478,8,Woody Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,2161,4152,64.69642,-156.97,0.0932,0.4018,0.595,0.1324,242.4332,236.2839,84.2851,-154.151,64.8945,-85.3825,ice_covered_river_snow_covered_land,,0.086,8,Woody Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,2132,4015,64.79439,-157.433,0.1666,0.3741,0.5119,0.124,239.816,231.9094,84.2892,-154.589,64.3443,-85.9787,ice_covered_river_snow_covered_land,,0.017,8,Woody Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1964,4338,65.36196,-156.342,0.0592,0.471,0.7094,0.2277,238.3921,232.1212,85.0088,-153.537,65.5026,-84.7223,ice_covered_river_snow_covered_land,,-0.022,7,Open Shrublands
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1992,4247,65.26736,-156.65,0.0592,0.3996,0.602,0.134,237.7503,234.1258,84.8627,-153.835,65.1741,-85.1298,ice_covered_river_snow_covered_land,,-0.0095,9,Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,2013,4329,65.19642,-156.373,0.061,0.459,0.679,0.2036,239.1905,232.3436,84.8517,-153.569,65.4968,-84.704,ice_covered_river_snow_covered_land,,-0.0332,9,Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,2052,4085,65.06466,-157.197,0.0707,0.4558,0.725,0.1853,237.3992,233.2994,84.5786,-154.36,64.5837,-85.738,ice_covered_river_snow_covered_land,,-0.0093,9,Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,2097,3985,64.91264,-157.535,0.1967,0.3265,0.4689,0.1835,245.6338,236.7994,84.3787,-154.685,64.209,-86.1835,ice_covered_river_snow_free_land,,0.0055,8,Woody Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1861,4572,65.70993,-155.552,0.1669,0.3993,0.6587,0.1528,238.5735,235.0692,85.4708,-152.783,66.2783,-83.9491,ice_covered_river_snow_covered_land,,-0.0135,8,Woody Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1920,4390,65.51061,-156.166,0.2062,0.5427,0.8124,0.2183,234.8,229.8594,85.1758,-153.372,65.6618,-84.7739,ice_covered_river_snow_covered_land,,-0.0419,9,Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1762,4095,66.04439,-157.163,0.0804,0.426,0.6611,0.1294,235.8822,231.4842,85.4778,-154.299,64.4906,-85.6033,ice_covered_river_snow_covered_land,,-0.0113,9,Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1808,4452,65.88899,-155.957,0.1088,0.506,0.787,0.241,237.01,229.3886,85.5573,-153.161,65.8184,-84.4855,ice_covered_river_snow_covered_land,,-0.0358,9,Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1818,4333,65.8552,-156.359,0.1002,0.4145,0.6131,0.1188,238.98,232.0012,85.4516,-153.545,65.3941,-85.1306,ice_covered_river_snow_covered_land,,-0.0326,9,Savannas
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1833,4352,65.80453,-156.295,0.6276,0.454,0.7252,0.1924,239.458,231.5582,85.419,-153.481,65.4764,-84.7122,ice_covered_river_snow_covered_land,,0.0479,1,Evergreen Needleleaf Forests
2024-02-02,LC09_L1TP_076014_20240202_20240202_02_T2,1846,4231,65.76061,-156.704,0.053,0.5038,0.746,0.2035,233.6236,228.431,85.3058,-153.866,65.0447,-84.9958,ice_covered_river_snow_covered_land,,-0.0021,1,Evergreen Needleleaf Forests
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2004,3911,65.22777,-157.785,0.053,0.2528,0.413,0.1174,248.7751,237.9116,83.5613,-159.398,57.7135,-90.0035,ice_covered_river_snow_covered_land,,0.0481,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2053,3945,65.06223,-157.67,0.2121,0.3772,0.5727,0.1647,251.5773,235.4395,83.4197,-159.303,57.8424,-90.8158,ice_covered_river_snow_covered_land,check,-0.0554,1,Evergreen Needleleaf Forests
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2076,4128,64.98453,-157.052,0.1282,0.4442,0.6706,0.1312,238.6196,232.9799,83.4406,-158.713,58.7251,-89.8515,ice_covered_river_snow_covered_land,,-0.0304,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2110,3942,64.86966,-157.68,0.5371,0.4831,0.7223,0.1958,241.3977,233.2686,83.2374,-159.322,57.7967,-90.9248,ice_covered_river_snow_covered_land,,-0.0014,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2126,3998,64.81561,-157.491,0.2881,0.3129,0.4433,0.1013,238.6381,233.0974,83.2145,-159.139,58.0718,-90.4055,ice_covered_river_snow_free_land,check,0.0324,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2147,4196,64.74466,-156.822,0.0644,0.3738,0.5725,0.1157,241.9185,235.0533,83.252,-158.507,59.0208,-90.0656,ice_covered_river_snow_covered_land,,0.0117,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2155,4423,64.71764,-156.055,0.5536,0.494,0.717,0.1671,243.8112,237.2571,83.3495,-157.77,60.0943,-88.7759,ice_covered_river_snow_covered_land,,-0.0217,11,Permanent Wetlands
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2166,4220,64.68047,-156.741,0.1095,0.3645,0.5656,0.1186,240.4788,235.0028,83.2022,-158.424,59.1398,-89.6471,ice_covered_river_snow_free_land,check,-0.0251,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2175,4444,64.65007,-155.984,0.0711,0.3021,0.4452,0.0963,237.5882,237.1181,83.2962,-157.708,60.1833,-88.9479,ice_covered_river_snow_covered_land,check,0.0173,8,Woody Savannas
