viirs_date,landsat_scene,row_shared_grid,col_shared_grid,lat,lon,water_fraction,I1,I2,I3,I4,I5,SZA,SAA,VZA,VAA,LS_SR_B2,LS_SR_B3,LS_SR_B4,LS_SR_B5,LS_SR_B6,LS_ST_B10,LS_NDWI,LS_NDSI,ground_truth_class,notes,modis_ndvi,modis_lc_type1,modis_lc_name
2023-09-25,LC80700152023268LGN00,2228,7144,64.47128,-146.86318,0.0957,0.0751,0.1496,0.0634,277.3391,276.2232,66.485,162.833,51.167,51.182,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2270,6057,64.32939,-150.53547,0.2026,0.0784,0.1193,0.0638,275.3397,274.4296,66.86,158.93,56.147,46.889,0.0271,0.0413,0.0429,0.1669,0.1118,278.2012,-0.6033,-0.4605,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.2K NDSI=-0.4605.,0.4832,8,Woody Savannas
2023-09-25,LC80700152023268LGN00,2323,6022,64.15034,-150.65372,0.2846,0.1085,0.1886,0.1299,278.0282,275.2334,66.712,158.764,56.738,47.524,0.042,0.0595,0.0731,0.181,0.1928,277.7602,-0.5053,-0.5285,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.76K NDSI=-0.5285.,0.4994,9,Savannas
2023-09-25,LC80700152023268LGN00,2367,7147,64.00169,-146.85304,0.1416,0.0997,0.1775,0.1068,278.761,274.4998,66.035,162.757,52.446,50.843,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2392,5667,63.91723,-151.85304,0.0927,0.0933,0.1774,0.1083,276.9096,275.6441,66.69,157.454,58.597,46.283,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2433,5707,63.77872,-151.71791,0.0774,0.0985,0.1812,0.1215,277.7225,275.0649,66.542,157.57,58.777,46.217,0.041,0.0601,0.0626,0.2097,0.1662,277.6474,-0.5542,-0.4686,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.65K NDSI=-0.4686.,0.599,9,Savannas
2023-09-25,LC80700152023268LGN00,2465,6175,63.67061,-150.13682,0.1323,0.1287,0.159,0.132,280.3795,274.8929,66.188,159.213,57.348,47.517,0.0577,0.0841,0.101,0.1495,0.1653,279.6094,-0.2802,-0.3256,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=279.61K NDSI=-0.3256.,0.3326,10,Grasslands
2023-09-25,LC80700152023268LGN00,2490,6249,63.58615,-149.88682,0.1908,0.1032,0.1504,0.1141,277.5769,273.7768,66.074,159.455,57.278,48.236,0.0517,0.0507,0.0525,0.14,0.0801,277.1108,-0.4685,-0.225,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.11K NDSI=-0.225.,0.4124,9,Savannas
2023-09-25,LC80700152023268LGN00,2518,6948,63.49155,-147.52534,0.2722,0.2168,0.1451,0.1227,283.893,275.3001,65.643,161.943,54.672,50.322,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2540,6215,63.41723,-150.00169,0.0886,0.3655,0.3539,0.054,271.5131,265.7003,65.93,159.304,57.833,47.559,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2555,5995,63.36655,-150.74493,0.0581,0.0962,0.1844,0.1164,279.4307,276.6901,66.005,158.501,58.743,47.385,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2572,7118,63.30912,-146.95101,0.1502,0.7211,0.8072,0.0814,267.6114,265.6511,65.395,162.514,54.402,50.965,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2590,6947,63.24831,-147.52872,0.2472,0.0862,0.1396,0.1145,278.681,276.2373,65.415,161.89,55.272,50.51,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2610,6848,63.18074,-147.86318,0.3372,0.0867,0.0481,0.0371,277.3852,275.6616,65.396,161.517,55.877,50.485,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
2023-09-25,LC80700152023268LGN00,2637,6337,63.08953,-149.58953,0.3538,0.1062,0.1342,0.1354,279.95,277.199,65.568,159.666,58.101,48.338,,,,,,,,,,Landsat null — outside swath. Classify manually.,,,
